OBJECTID,Codigo_Municipio,Nome_municipio,Pop_Total,Total_Respiradores,Respiradores_100mil_hab_Ind,Respiradores_SUS_100mil_hab_Ind,Total_SUS_Respiradores,Shape__Area,Shape__Length,P_Respiradores_SUS
2608,3136504,Jordânia,10812,1,9.24898261191269,9.24898261191269,1,0.0461315697297096,1.39939781088127,100
2609,1200328,Jordão,8317,0,0,0,0,0.440808360128415,4.68416561766377,0
2610,4209151,José Boiteux,4997,0,0,0,0,0.0368013799322853,1.05483112567961,0
2611,3525706,José Bonifácio,37015,3,8.10482236930974,8.10482236930974,3,0.074770465317215,1.6649408608144,100
2612,2406007,José da Penha,5951,0,0,0,0,0.00961398346714759,0.461793899078587,0
2613,2205508,José de Freitas,39208,0,0,0,0,0.125375819758546,1.48407762647855,0
2614,3136520,José Gonçalves de Minas,4501,0,0,0,0,0.0323414679371012,0.911342571020457,0
2615,3136553,José Raydan,4995,0,0,0,0,0.0154476512570341,0.914412412080726,0
2616,2105609,Joselândia,16168,0,0,0,0,0.0573678766544958,1.61395326467479,0
2617,3136579,Josenópolis,4867,0,0,0,0,0.0458324414320259,1.08697486830703,0
2618,5212105,Joviânia,7387,0,0,0,0,0.0379629858340422,1.41569097726758,0
2619,5105101,Juara,34974,5,14.2963344198548,11.4370675358838,4,1.87155436170821,8.39981818349641,80
2620,2507606,Juarez Távora,7936,0,0,0,0,0.00579929022130443,0.391664925138822,0
2621,1711803,Juarina,2193,0,0,0,0,0.0394679603304553,1.00932178620486,0
2622,3136652,Juatuba,26946,0,0,0,0,0.00838553605746029,0.587066998945204,0
2623,2507705,Juazeirinho,18171,0,0,0,0,0.0382648094901441,0.956127904447652,0
2624,2918407,Juazeiro,216707,58,26.7642485014328,23.5340805788461,51,0.553519778013168,3.57298039275916,87.9310344827586
2625,2307304,Juazeiro do Norte,274207,97,35.3747351453464,28.4456633127528,78,0.0203709236186,0.637122345805416,80.4123711340206
2626,2205516,Juazeiro do Piauí,5478,0,0,0,0,0.0762712926674283,1.48925787929609,0
2627,2307403,Jucás,24833,0,0,0,0,0.0766114381463012,1.55163559257518,0
2628,2608255,Jucati,11424,0,0,0,0,0.00991014469082074,0.470310237206109,0
2629,2918456,Jucuruçu,9126,0,0,0,0,0.123608704184505,2.79965250978944,0
2630,2406106,Jucurutu,18295,0,0,0,0,0.0762719228432616,1.52545204869571,0
2631,5105150,Juína,40997,17,41.4664487645437,39.0272458960412,16,2.17043172681866,9.6296178598027,94.1176470588235
2632,3136702,Juiz de Fora,568873,350,61.5251558783771,45.7044015096515,260,0.125347309814458,2.79072826915019,74.2857142857143
2633,2205524,Júlio Borges,5627,0,0,0,0,0.107100178645453,1.36756817126463,0
2634,4311205,Júlio de Castilhos,19293,1,5.18322707717825,5.18322707717825,1,0.179185375388784,4.02747130123324,100
2635,3525805,Júlio Mesquita,4776,0,0,0,0,0.0112083673137704,0.605023686674675,0
2636,3525854,Jumirim,3367,0,0,0,0,0.00499626158125466,0.37892772378562,0
2637,2105658,Junco do Maranhão,3432,0,0,0,0,0.0451193495931719,1.0695527875942,0
2638,2507804,Junco do Seridó,7150,0,0,0,0,0.0139464971204291,0.721526311524028,0
2639,2406155,Jundiá,3898,0,0,0,0,0.00364781273243864,0.313525409440612,0
2640,2703908,Jundiá,4155,0,0,0,0,0.00730032598752928,0.490291355021286,0
2641,3525904,Jundiaí,418962,211,50.3625627145183,28.6422157618113,120,0.0380330936443443,1.24925470975039,56.8720379146919
2642,4112900,Jundiaí do Sul,3292,0,0,0,0,0.0283545172358117,0.995504792444332,0
2643,2704005,Junqueiro,24727,0,0,0,0,0.0204187525411896,0.739958857106779,0
2644,3526001,Junqueirópolis,20679,2,9.67164756516273,9.67164756516273,2,0.0507588266134462,1.52096611191038,100
2645,2608305,Jupi,14836,0,0,0,0,0.0086267607742343,0.521045561950198,0
2646,4209177,Jupiá,2101,0,0,0,0,0.00832687132333376,0.624219611098075,0
2647,3526100,Juquiá,18812,2,10.6315118009781,10.6315118009781,2,0.0722394351869298,1.71766140122146,100
2648,3526209,Juquitiba,31444,1,3.18025696476275,3.18025696476275,1,0.0463175800233557,1.5752812958872,100
2649,3136801,Juramento,4331,0,0,0,0,0.0365959507499269,1.17742150131065,0
2650,4112959,Juranda,7340,0,0,0,0,0.0306797496236868,1.28273450747602,0
2651,2205532,Jurema,4763,3,62.9855133319337,62.9855133319337,3,0.104587068976599,2.01265338363378,100
2652,2608404,Jurema,15378,2,13.005592404734,13.005592404734,2,0.0121825209487554,0.580665442675463,100
2653,2507903,Juripiranga,10756,2,18.5942729639271,18.5942729639271,2,0.00643356679739782,0.4264067072081,100
2654,2508000,Juru,9867,0,0,0,0,0.0330379338623743,0.825653938766236,0
2655,1302207,Juruá,14712,0,0,0,0,1.5824915470143,9.46375912444738,0
2656,3136900,Juruaia,10563,1,9.46700747893591,9.46700747893591,1,0.0191701506797131,0.789890728645685,100
2657,5105176,Juruena,15865,1,6.30318310746927,6.30318310746927,1,0.229414886870984,2.22250570816606,100
2658,1503903,Juruti,57943,8,13.8066720742799,13.8066720742799,8,0.675309025219519,4.07568058181081,100
2659,5105200,Juscimeira,11221,3,26.7355850637198,0,0,0.193815831417851,2.8187346824158,0
2660,2918506,Jussara,15284,1,6.54278984559016,6.54278984559016,1,0.112074794171434,1.53499079579658,100
2661,4113007,Jussara,7013,0,0,0,0,0.0186588048992462,0.834688447949404,0
2662,5212204,Jussara,18478,0,0,0,0,0.344234798102264,5.42649789212307,0
2663,2918555,Jussari,5833,0,0,0,0,0.0276796433069535,1.12763290564644,0
2664,2918605,Jussiape,6186,0,0,0,0,0.0492406253020476,1.46505392781591,0
2665,1302306,Jutaí,14317,0,0,0,0,5.66239258765852,20.4172619648481,0
2666,5005152,Juti,6712,1,14.8986889153754,14.8986889153754,1,0.139334121284833,2.14173690440214,100
2667,3136959,Juvenília,5724,0,0,0,0,0.0892222503115931,2.45189251997969,0
2668,4113106,Kaloré,4100,1,24.390243902439,24.390243902439,1,0.0171333400415961,0.868653926965172,100
2669,1302405,Lábrea,46069,0,0,0,0,5.60429931767374,17.7978768352033,0
2670,4209201,Lacerdópolis,2246,0,0,0,0,0.006277759253976,0.575438739927865,0
2671,3137007,Ladainha,18111,0,0,0,0,0.0737544992925336,1.6408711385958,0
2672,5005202,Ladário,23331,1,4.28614290000429,0,0,0.0292549253350671,0.716725689328601,0
2673,2918704,Lafaiete Coutinho,3724,0,0,0,0,0.0416102099174509,1.24522834825472,0
2674,3137106,Lagamar,7613,0,0,0,0,0.125871262498151,2.89303574412967,0
2675,2803500,Lagarto,104408,37,35.4378974791204,34.4801164661712,36,0.0801245188036432,1.7796749047572,97.2972972972973
2676,4209300,Lages,157544,62,39.3540852079419,36.1803686589143,57,0.241459522829246,4.78165893222597,91.9354838709677
2677,2105708,Lago da Pedra,50266,0,0,0,0,0.101111663735182,2.00201552042331,0
2678,2105807,Lago do Junco,10840,0,0,0,0,0.0267709071973883,1.06625242957006,0
2679,2105948,Lago dos Rodrigues,8873,0,0,0,0,0.0179921330786783,0.819418962317226,0
2680,2105906,Lago Verde,16257,0,0,0,0,0.0507530297517036,1.3702940341671,0
2681,2508109,Lagoa,4666,0,0,0,0,0.0145464086822926,0.598807316828639,0
2682,2205557,Lagoa Alegre,8542,0,0,0,0,0.0321588492495124,0.780979966318731,0
2683,4311239,Lagoa Bonita do Sul,2903,0,0,0,0,0.0101162730270516,0.593004631783346,0
2684,2406205,Lagoa d'Anta,6769,0,0,0,0,0.00863542129455652,0.448793944877343,0
2685,2704104,Lagoa da Canoa,17852,0,0,0,0,0.00689141157803874,0.463153127276316,0
2686,1711902,Lagoa da Confusão,13357,0,0,0,0,0.874014872485134,4.81403233199994,0
2687,3137205,Lagoa da Prata,52165,19,36.4228889101888,36.4228889101888,19,0.0379817853291797,1.31769845506195,100
2688,2508208,Lagoa de Dentro,7719,1,12.9550459904133,12.9550459904133,1,0.00691119953576447,0.42731063086279,100
2689,2608503,Lagoa de Itaenga,21429,1,4.66657333519996,4.66657333519996,1,0.00469711529513006,0.337432377517215,100
2690,2406304,Lagoa de Pedras,7544,0,0,0,0,0.00963876519681151,0.485883311309936,0
2691,2205573,Lagoa de São Francisco,6758,0,0,0,0,0.0126800008767844,0.646613797482797,0
2692,2406403,Lagoa de Velhos,2732,0,0,0,0,0.00921708894836115,0.391782128417567,0
2693,2205565,Lagoa do Barro do Piauí,4655,1,21.4822771213749,21.4822771213749,1,0.109210394249317,1.90064607593781,100
2694,2608453,Lagoa do Carro,18071,1,5.53372807260251,5.53372807260251,1,0.00571182764110745,0.377263227283006,100
2695,2105922,Lagoa do Mato,11250,0,0,0,0,0.123583030854348,2.01535935886843,0
2696,2608602,Lagoa do Ouro,13145,3,22.8223659186002,22.8223659186002,3,0.016350662400697,0.703304774439554,100
2697,2205581,Lagoa do Piauí,4064,0,0,0,0,0.0348140419792173,0.93716656334656,0
2698,2205599,Lagoa do Sítio,5177,0,0,0,0,0.065784788522592,1.41101301315234,0
2699,1711951,Lagoa do Tocantins,4316,0,0,0,0,0.0752280751890737,1.66953989326468,0
2700,2608701,Lagoa dos Gatos,16290,0,0,0,0,0.0184811595054271,0.575024096419463,0
2701,3137304,Lagoa dos Patos,4102,0,0,0,0,0.0509619389296745,1.56691212104185,0
2702,4311270,Lagoa dos Três Cantos,1609,0,0,0,0,0.012783862492256,0.709273697043678,0
2703,3137403,Lagoa Dourada,13009,0,0,0,0,0.041381805679066,1.27672170216827,0
2704,3137502,Lagoa Formosa,18052,1,5.53955240416574,5.53955240416574,1,0.0720543088148133,1.76319901234217,100
2705,2608750,Lagoa Grande,25601,0,0,0,0,0.152037839758492,2.07058253382607,0
2706,3137536,Lagoa Grande,9532,0,0,0,0,0.105336967443009,2.54322748044249,0
2707,2105963,Lagoa Grande do Maranhão,11394,1,8.77654906090925,8.77654906090925,1,0.0606774625747164,1.28175390052489,100
2708,2406502,Lagoa Nova,15614,1,6.40450877417702,6.40450877417702,1,0.0144021289875411,0.878000186753143,100
2709,2918753,Lagoa Real,15665,0,0,0,0,0.0763341375910613,1.44404979638025,0
2710,2406601,Lagoa Salgada,8245,0,0,0,0,0.00646462052759489,0.37297512847003,0
2711,3137601,Lagoa Santa,64527,6,9.29843321400344,4.64921660700172,3,0.0197573652419578,0.951310525077781,50
2712,5212253,Lagoa Santa,1588,0,0,0,0,0.0394136715398759,1.12148468399718,0
2713,2508307,Lagoa Seca,27503,1,3.63596698541977,3.63596698541977,1,0.0088083739732383,0.536883321389412,100
2714,4311304,Lagoa Vermelha,27807,4,14.38486711979,14.38486711979,4,0.11615485419054,3.8464864436437,100
2715,4311254,Lagoão,6452,0,0,0,0,0.03591177892838,1.14478513964481,0
2716,3526308,Lagoinha,4896,0,0,0,0,0.0225151331634379,0.852752817878572,0
2717,2205540,Lagoinha do Piauí,2845,0,0,0,0,0.00551177807423642,0.432626288734354,0
2718,4209409,Laguna,45814,16,34.923822412363,34.923822412363,16,0.0309989221608475,1.12260407995617,100
2719,5005251,Laguna Carapã,7341,1,13.6221223266585,13.6221223266585,1,0.152377105831192,2.81163353054575,100
2720,2918803,Laje,23840,0,0,0,0,0.0375056338770037,1.88101160473995,0
2721,3302304,Laje do Muriaé,7355,1,13.5961930659415,13.5961930659415,1,0.0220630575810787,1.11146764896346,100
2722,1712009,Lajeado,3134,0,0,0,0,0.0265803638309023,0.942626142854716,0
2723,4311403,Lajeado,84014,28,33.3277787035494,24.9958340276621,21,0.00842584408314906,0.623810813602019,75
2724,4311429,Lajeado do Bugre,2564,0,0,0,0,0.00621550871471754,0.430605309684456,0
2725,4209458,Lajeado Grande,1427,0,0,0,0,0.00592857840126726,0.457223541608963,0
2726,2105989,Lajeado Novo,7550,0,0,0,0,0.0869572045281188,1.90838116235586,0
2727,2918902,Lajedão,3955,1,25.2844500632111,25.2844500632111,1,0.0531374481216176,1.40568112603737,100
2728,2919009,Lajedinho,3783,0,0,0,0,0.0703835578260623,1.40520851375101,0
2729,2608800,Lajedo,40288,2,4.96425734710087,4.96425734710087,2,0.0155356014584811,0.650397353038574,100
2730,2919058,Lajedo do Tabocal,8562,0,0,0,0,0.0319654454663123,1.19745980073053,0
2731,2406700,Lajes,11277,0,0,0,0,0.0552357614434413,1.33533447685894,0
2732,2406809,Lajes Pintadas,4759,0,0,0,0,0.0106379416403541,0.479096461360555,0
2733,3137700,Lajinha,19923,2,10.0386487978718,10.0386487978718,2,0.0373163932919169,1.10236419546785,100
2734,2919108,Lamarão,8307,0,0,0,0,0.0156977770697324,0.635976619209308,0
2735,3137809,Lambari,20814,1,4.80445853752282,0,0,0.0186380211559936,0.735602741863521,0
2736,5105234,Lambari D'Oeste,6121,0,0,0,0,0.148578717837609,2.62633893941155,0
2737,3137908,Lamim,3391,0,0,0,0,0.0102883251909134,0.662089603910564,0
2738,2205607,Landri Sales,5295,0,0,0,0,0.0891407962518826,1.56770618716599,0
2739,4113205,Lapa,48163,7,14.5339783651351,14.5339783651351,7,0.188416458884149,3.91361846564916,100
2740,2919157,Lapão,27223,0,0,0,0,0.053270153517019,1.16810706657801,0
2741,3203163,Laranja da Terra,10947,0,0,0,0,0.0395350737157401,1.20261274213229,0
2742,3138005,Laranjal,6810,0,0,0,0,0.0178402992244742,0.756460702099157,0
2743,4113254,Laranjal,5852,0,0,0,0,0.0499890894573127,1.89641850974053,0
2744,1600279,Laranjal do Jari,50410,2,3.96746677246578,3.96746677246578,2,2.5016270853058,14.7947299434899,100
2745,3526407,Laranjal Paulista,28516,4,14.0272127928181,10.5204095946136,3,0.033848531501576,1.41299625649376,75
2746,2803609,Laranjeiras,29826,0,0,0,0,0.0134148612867477,0.665560574058486,0
2747,4113304,Laranjeiras do Sul,32073,2,6.23577463910454,6.23577463910454,2,0.0604039575651996,2.25954989529089,100
2748,3138104,Lassance,6512,0,0,0,0,0.273180876294873,3.36622250667784,0
2749,2508406,Lastro,2737,0,0,0,0,0.00839422500195042,0.533805831735619,0
2750,4209508,Laurentino,6970,0,0,0,0,0.00724961379012257,0.496606329319588,0
2751,2919207,Lauro de Freitas,198440,49,24.6926022979238,7.05502922797823,14,0.00480193811188201,0.391552970721968,28.5714285714286
2752,4209607,Lauro Müller,15244,1,6.5599580162687,6.5599580162687,1,0.0249290455947175,0.950556482384274,100
2753,1712157,Lavandeira,1923,0,0,0,0,0.0432647207001082,1.91120129764722,0
2754,3526506,Lavínia,11980,0,0,0,0,0.0467548411825192,1.5515709599267,0
2755,3138203,Lavras,103773,48,46.2548061634529,39.5093135979494,41,0.0491456079888053,1.67830353163667,85.4166666666667
2756,2307502,Lavras da Mangabeira,31508,0,0,0,0,0.0775415868680653,1.4775021886944,0
2757,4311502,Lavras do Sul,7480,2,26.7379679144385,13.3689839572193,1,0.245034246881005,4.25664860742304,50
2758,3526605,Lavrinhas,7260,0,0,0,0,0.0146643141151799,0.683397844803979,0
2759,3138302,Leandro Ferreira,3229,0,0,0,0,0.0303250862788218,1.18675137160642,0
2760,4209706,Lebon Régis,12107,1,8.25968448005286,8.25968448005286,1,0.0855016216237345,2.04056468735919,100
2761,3526704,Leme,103391,20,19.3440434854098,13.5408304397868,14,0.0352757227248048,0.957536074831162,70
2762,3138351,Leme do Prado,4918,0,0,0,0,0.0237713364061278,0.837088745441941,0
2763,2919306,Lençóis,11409,0,0,0,0,0.106693498377467,1.90558326800966,0
2764,3526803,Lençóis Paulista,68432,7,10.2291325695581,10.2291325695581,7,0.0711360287341449,1.41780279946342,100
2765,4209805,Leoberto Leal,3041,0,0,0,0,0.0265894605997801,1.05168644263615,0
2766,3138401,Leopoldina,52587,9,17.1144959780934,17.1144959780934,9,0.0822251000345773,2.28503279166893,100
2767,5212303,Leopoldo de Bulhões,7647,0,0,0,0,0.0400715607169104,1.32991640790805,0
2768,4113403,Leópolis,3954,0,0,0,0,0.0303850573714044,0.938568242287218,0
2769,4311601,Liberato Salzano,5219,1,19.1607587660471,0,0,0.0224425727093376,1.42995038718851,0
2770,3138500,Liberdade,5069,1,19.7277569540343,19.7277569540343,1,0.035103366816827,1.0801249109176,100
2771,2919405,Licínio de Almeida,12388,0,0,0,0,0.0718494789427382,1.51537068939078,0
2772,4113429,Lidianópolis,3310,0,0,0,0,0.0137059333410434,0.722992194839702,0
2773,2106003,Lima Campos,11893,1,8.40830740771883,8.40830740771883,1,0.0262349354706259,0.785247725472941,100
2774,3138609,Lima Duarte,16698,3,17.9662234998203,17.9662234998203,3,0.0741105442454568,2.03055840440726,100
2775,3526902,Limeira,306114,98,32.0142169257205,18.9471896090999,58,0.0510000598163742,1.20121226634388,59.1836734693878
2776,3138625,Limeira do Oeste,7536,0,0,0,0,0.113447377260002,1.65521608415216,0
2777,2608909,Limoeiro,56250,16,28.4444444444444,28.4444444444444,16,0.0224434553720982,0.775694196215862,100
2778,2704203,Limoeiro de Anadia,28635,0,0,0,0,0.0254771702530263,0.849856158967004,0
2779,1504000,Limoeiro do Ajuru,28935,0,0,0,0,0.121126263388966,1.86826088729219,0
2780,2307601,Limoeiro do Norte,59540,8,13.4363453140746,5.03862949277796,3,0.0611773591668623,1.45830450676523,37.5
2781,4113452,Lindoeste,4676,0,0,0,0,0.0323830074246416,1.25901458564556,0
2782,3527009,Lindóia,7980,6,75.187969924812,25.062656641604,2,0.00427932752495508,0.41260494664872,33.3333333333333
2783,4209854,Lindóia do Sul,4563,0,0,0,0,0.0171568460675644,0.834043282916617,0
2784,4311627,Lindolfo Collor,6054,0,0,0,0,0.00307189890702375,0.29464733480091,0
2785,4311643,Linha Nova,1714,0,0,0,0,0.00592739406727105,0.398934891212319,0
2786,3203205,Linhares,173555,56,32.2664285096943,25.9283800524329,45,0.300687516255948,3.86498796220007,80.3571428571429
2787,3527108,Lins,78013,33,42.3006422006589,20.5094022791073,16,0.0497362745774126,1.25024965663166,48.4848484848485
2788,2508505,Livramento,7256,0,0,0,0,0.0221732991842032,0.867345860879838,0
2789,2919504,Livramento de Nossa Senhora,45732,5,10.9332633604478,8.74661068835826,4,0.163294623705099,2.50138743680061,80
2790,1712405,Lizarda,3740,0,0,0,0,0.471293690353747,5.45881730246816,0
2791,4113502,Loanda,23086,2,8.66325911808022,8.66325911808022,2,0.0636116988063122,1.14842137280081,100
2792,4113601,Lobato,4787,0,0,0,0,0.0212152202466314,0.921730432876169,0
2793,2508554,Logradouro,4332,0,0,0,0,0.00310657553525573,0.36543563073938,0
2794,4113700,Londrina,569733,346,60.7302016909675,42.6515578349859,243,0.146102882824493,2.95592521233481,70.2312138728324
2795,3138658,Lontra,9661,0,0,0,0,0.021841212183233,0.837216223806837,0
2796,4209904,Lontras,12130,0,0,0,0,0.0179523338148329,0.786810306306809,0
2797,3527207,Lorena,88706,31,34.946903253444,25.9283475751358,23,0.0364237011714863,1.37584947379585,74.1935483870968
2798,2106102,Loreto,12157,1,8.22571358065312,8.22571358065312,1,0.294487588567023,3.13590703068714,100
2799,3527256,Lourdes,2289,0,0,0,0,0.00989479621603095,0.499147518350859,0
2800,3527306,Louveira,48885,8,16.3649381200777,16.3649381200777,8,0.00485886295973614,0.407571706235607,100
2801,5105259,Lucas do Rio Verde,65534,31,47.3036896877956,44.2518387401959,29,0.306271107643283,3.84599576892581,93.5483870967742
2802,3527405,Lucélia,21747,3,13.7950062077528,13.7950062077528,3,0.0274654499129383,1.32937269308483,100
2803,2508604,Lucena,13080,0,0,0,0,0.00724514209781546,0.445091564673582,0
2804,3527504,Lucianópolis,2394,0,0,0,0,0.0166309277230994,0.744907267860889,0
2805,5105309,Luciara,2077,0,0,0,0,0.351004096755787,3.22901750548409,0
2806,2406908,Lucrécia,3996,1,25.025025025025,25.025025025025,1,0.00252682039555907,0.313718311430946,100
2807,3527603,Luís Antônio,14947,1,6.69030574697264,6.69030574697264,1,0.0521623370774478,1.3899142911232,100
2808,2205706,Luís Correia,30311,2,6.59826465639537,6.59826465639537,2,0.08716923588252,1.9432232984126,100
2809,2106201,Luís Domingues,6951,0,0,0,0,0.0377120402142914,1.70229201592174,0
2810,2919553,Luís Eduardo Magalhães,87519,4,4.57043613386807,3.42782710040106,3,0.32732856949093,2.67004197572025,75
2811,2407005,Luís Gomes,10116,0,0,0,0,0.0136197600049996,0.597608133352682,0
2812,3138674,Luisburgo,6266,0,0,0,0,0.0125868512678267,0.533160543997851,0
2813,3138682,Luislândia,6699,0,0,0,0,0.034794146700392,1.04023955963852,0
2814,4210001,Luiz Alves,12859,1,7.77665448324131,7.77665448324131,1,0.0235746023728325,0.961487645162022,100
2815,4113734,Luiziana,7262,0,0,0,0,0.0808384150051324,1.99699113615247,0
2816,3527702,Luiziânia,5790,1,17.2711571675302,17.2711571675302,1,0.0145356087929258,0.740345140128127,100
2817,3138708,Luminárias,5446,0,0,0,0,0.0436034061119699,1.43960102350435,0
2818,4113759,Lunardelli,4794,0,0,0,0,0.017687453388703,0.868665494327277,0
2819,3527801,Lupércio,4584,0,0,0,0,0.0136111616777725,0.668371557177311,0
2820,4113809,Lupionópolis,4920,1,20.3252032520325,20.3252032520325,1,0.0106420562448193,0.508662231297369,100
2821,3527900,Lutécia,2649,0,0,0,0,0.0416556844458,1.23288421618386,0
2822,3138807,Luz,18215,4,21.959923140269,10.9799615701345,2,0.101029346455846,2.65206915021586,50
2823,4210035,Luzerna,5685,0,0,0,0,0.0107726409783027,0.622563111663919,0
2824,5212501,Luziânia,208299,12,5.76094940446186,2.40039558519244,5,0.335233059480458,3.72136962682348,41.6666666666667
2825,2205805,Luzilândia,25486,1,3.92372282821941,3.92372282821941,1,0.0573323073802214,1.32705298577148,100
2826,1712454,Luzinópolis,3108,0,0,0,0,0.0228423584998438,0.775911821701206,0
2827,3302403,Macaé,256672,127,49.479491335245,31.9473881062212,82,0.106503794035916,2.19179456435609,64.5669291338583
2828,2407104,Macaíba,80792,7,8.66422418061194,8.66422418061194,7,0.0416569455073414,0.899330559352933,100
2829,2919603,Macajuba,11348,0,0,0,0,0.0582300519100727,1.48994351660644,0
2830,4311718,Maçambará,4587,0,0,0,0,0.155918687678763,3.04736843627102,0
2831,2803708,Macambira,6919,0,0,0,0,0.0113640770788095,0.578327933086201,0
2832,1600303,Macapá,503327,78,15.4968837356232,12.914069779686,65,0.528380173352081,7.96982258955357,83.3333333333333
2833,2609006,Macaparana,25376,2,7.88146279949559,7.88146279949559,2,0.00885223214064013,0.494740697343105,100
2834,2919702,Macarani,18755,0,0,0,0,0.101945397523934,2.77072274972125,0
2835,3528007,Macatuba,17163,1,5.82648721086057,5.82648721086057,1,0.0197020156497274,0.785077932052905,100
2836,2407203,Macau,31814,0,0,0,0,0.0639632635364507,1.3745980832049,0
2837,3528106,Macaubal,8120,0,0,0,0,0.0215289056006895,0.820038442073836,0
2838,2919801,Macaúbas,49826,3,6.0209529161482,6.0209529161482,3,0.204984078961843,2.45564192632108,100
2839,3528205,Macedônia,3698,0,0,0,0,0.0282926481482946,0.997685185370462,0
2840,2704302,Maceió,1018948,359,35.2324161782544,25.6146535446362,261,0.0419596642794886,1.06710767937233,72.7019498607242
2841,3138906,Machacalis,7111,1,14.0627197299958,14.0627197299958,1,0.0282165333534863,0.89796992399236,100
2842,4311700,Machadinho,5445,1,18.3654729109275,18.3654729109275,1,0.0306215086193333,1.29025513292809,100
2843,1100130,Machadinho D'Oeste,39991,1,2.50056262659098,2.50056262659098,1,0.700085069097042,5.80146092451819,100
2844,3139003,Machado,42133,2,4.74687299741295,4.74687299741295,2,0.0511290637559227,1.68554726537676,100
2845,2609105,Machados,16088,2,12.4316260566882,12.4316260566882,2,0.0049206543400544,0.344358585424941,100
2846,4210050,Macieira,1775,0,0,0,0,0.023568277372533,0.742746831154257,0
2847,3302452,Macuco,5599,1,17.860332202179,17.860332202179,1,0.00679820066881121,0.517582152145659,100
2848,2919900,Macururé,7824,1,12.7811860940695,12.7811860940695,1,0.209508354295707,2.54373768921071,100
2849,2307635,Madalena,19691,0,0,0,0,0.0843566134354035,1.77650804220686,0
2850,2205854,Madeiro,8310,0,0,0,0,0.0144191179579565,0.652883483080638,0
2851,2919926,Madre de Deus,21093,3,14.2227279192149,14.2227279192149,3,0.00268020451602524,0.261909092993641,100
2852,3139102,Madre de Deus de Minas,5098,0,0,0,0,0.0429574354650413,1.42204018953241,0
2853,2508703,Mãe d'Água,4009,0,0,0,0,0.0199580089680467,0.73636342830177,0
2854,1504059,Mãe do Rio,30077,1,3.32479968081923,3.32479968081923,1,0.0381643624115284,0.939627503528958,100
2855,2919959,Maetinga,3161,3,94.9066751028156,94.9066751028156,3,0.0515876264199733,1.13645571003294,100
2856,4210100,Mafra,56292,21,37.3054785759966,35.5290272152348,20,0.126795744946548,3.5407956689803,95.2380952380952
2857,1504109,Magalhães Barata,8548,0,0,0,0,0.0264273838457001,0.877390110135255,0
2858,2106300,Magalhães de Almeida,19826,0,0,0,0,0.0352470881165772,1.03008411876371,0
2859,3528304,Magda,3119,0,0,0,0,0.0270575487388669,0.970638510260827,0
2860,3302502,Magé,245071,18,7.34481027947003,5.71263021736558,14,0.0345985172401129,0.913084260167746,77.7777777777778
2861,2920007,Maiquinique,10112,0,0,0,0,0.049590043535602,1.61881741686976,0
2862,2920106,Mairi,18676,2,10.7089312486614,10.7089312486614,2,0.0751893376819623,1.45733329505629,100
2863,3528403,Mairinque,47150,3,6.3626723223754,6.3626723223754,3,0.0185782957917127,0.861372084417521,100
2864,3528502,Mairiporã,100179,4,3.99285279349964,3.99285279349964,4,0.0283113783408453,0.971427151568298,100
2865,5212600,Mairipotaba,2368,0,0,0,0,0.0397261749936888,1.51460065309849,0
2866,4210209,Major Gercino,3442,0,0,0,0,0.027944769960186,1.09831062965492,0
2867,2704401,Major Isidoro,19804,0,0,0,0,0.0369622872523223,0.913807303290963,0
2868,2407252,Major Sales,4020,0,0,0,0,0.00261319734096332,0.247639918268105,0
2869,4210308,Major Vieira,8103,1,12.3411082315192,12.3411082315192,1,0.0475690761755914,1.97950394676132,100
2870,3139201,Malacacheta,18650,3,16.0857908847185,16.0857908847185,3,0.0620442858217984,1.4660925114427,100
2871,2920205,Malhada,16845,0,0,0,0,0.165113848925159,3.2895952115846,0
2872,2920304,Malhada de Pedras,8393,0,0,0,0,0.0460449545879555,0.929990009753187,0
2873,2803807,Malhada dos Bois,3682,0,0,0,0,0.00521667146762184,0.352788305668373,0
2874,2803906,Malhador,12618,0,0,0,0,0.00841931656381689,0.532239685810101,0
2875,4113908,Mallet,13630,1,7.33675715333822,7.33675715333822,1,0.0678850489998695,1.5468149489096,100
2876,2508802,Malta,5759,0,0,0,0,0.012782940734354,0.688673971670978,0
2877,2508901,Mamanguape,44882,15,33.4209705449846,33.4209705449846,15,0.0278472614505745,1.16658836975408,100
2878,5212709,Mambaí,8882,0,0,0,0,0.0710009873949389,1.59310006173591,0
2879,4114005,Mamborê,13132,1,7.61498629302467,0,0,0.0701203767190464,1.77069762579827,0
2880,3139250,Mamonas,6543,0,0,0,0,0.0238970096114599,0.832811633739018,0
2881,4311734,Mampituba,2981,0,0,0,0,0.0146525306647618,0.688808979086613,0
2882,1302504,Manacapuru,97377,0,0,0,0,0.596993666687936,4.91618773594119,0
2883,2509008,Manaíra,10955,0,0,0,0,0.0288984743242793,0.899412866927444,0
2884,1302553,Manaquiri,32105,0,0,0,0,0.323476683336878,3.74241323268507,0
2885,2609154,Manari,21434,0,0,0,0,0.0283375227984095,0.98782600804359,0
2886,1302603,Manaus,2182763,786,36.0094064266253,28.9541283226809,632,0.927194867312181,5.70242015080732,80.4071246819338
2887,1200336,Mâncio Lima,18977,0,0,0,0,0.446746357504651,3.71068856422956,0
2888,4114104,Mandaguaçu,22819,0,0,0,0,0.0259488638146195,0.992684696847448,0
